,overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image,unixTime,processedText,processedSummary
4911,4,False,"08 29, 2017",A19KLUZ1XD3SRN,B00W259T7G,"{'Size:': ' 250 Gram', 'Color:': ' Green Tea'}",Gaby at Starting Fresh blog,"I'm new to the Pre de Provence brand, but tried the Green Tea scented Shea Butter soap.  It doesn't have a green tea scent but it does have a light, clean and slightly sweet smell.  The soap feels gentle on the skin. It doesn't lather like commercially produced soap.  The bar doesn't dissolve as quickly as Dove or similar soap.","Gentle, mild and nice scent",1503964800,,,2017-08-29,"['iam', 'new', 'pre', 'de', 'provence', 'brand', 'tried', 'green', 'tea', 'scented', 'shea', 'butter', 'soap', 'doesnnot', 'green', 'tea', 'scent', 'light', 'clean', 'slightly', 'sweet', 'smell', 'soap', 'feel', 'gentle', 'skin', 'doesnnot', 'lather', 'like', 'commercially', 'produced', 'soap', 'bar', 'doesnnot', 'dissolve', 'quickly', 'dove', 'similar', 'soap']","['gentle', 'mild', 'nice', 'scent']"
4186,4,False,"09 4, 2017",A19KLUZ1XD3SRN,B001LNODUS,{'Color:': ' Lavender Blossoms'},Gaby at Starting Fresh blog,"These lavender blossoms are similar to those that local lavender farms sell in our nearby green market.  It comes out a little more expensive than when purchased from the growers, but it is just as fragrant and reasonably priced.",Dried lavender blossoms,1504483200,,,2017-09-04,"['lavender', 'blossom', 'similar', 'local', 'lavender', 'farm', 'sell', 'nearby', 'green', 'market', 'come', 'little', 'expensive', 'purchased', 'grower', 'fragrant', 'reasonably', 'priced']","['dried', 'lavender', 'blossom']"
4690,4,False,"09 9, 2017",A19KLUZ1XD3SRN,B002GP80EU,{'Color:': ' Foot Paddle'},Gaby at Starting Fresh blog,"This bamboo foot file is an improvement over the old style pumice stone.  The skin on the heels of my feet gets dry and cracked, so I am constantly moisturizing, etc.  I tried this foot file after soaking my feet in warm water and it painlessly helped remove a lot of dead skin.  It was easy to clean and  hang to dry as well.  I had used the old style pumice stones in the past but found them a bit too harsh and painful.  This file is an improvement.",Easy to use and was painless,1504915200,,,2017-09-09,"['bamboo', 'foot', 'file', 'improvement', 'old', 'style', 'pumice', 'stone', 'skin', 'heel', 'foot', 'get', 'dry', 'cracked', 'constantly', 'moisturizing', 'etc', 'tried', 'foot', 'file', 'soaking', 'foot', 'warm', 'water', 'painlessly', 'helped', 'remove', 'lot', 'dead', 'skin', 'easy', 'clean', 'hang', 'dry', 'well', 'used', 'old', 'style', 'pumice', 'stone', 'past', 'found', 'bit', 'harsh', 'painful', 'file', 'improvement']","['easy', 'use', 'painless']"
875,5,True,"05 5, 2018",A2N97FVE233YZ4,B0014F7B98,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Green Glow/Seaweed - Hasta - White'}",GadgetDiva,Really great for walking I'm very glad I got these and the color is fun,Five Stars,1525478400,,,2018-05-05,"['really', 'great', 'walking', 'iam', 'glad', 'got', 'color', 'fun']","['five', 'star']"
312,5,True,"08 17, 2015",A1C8LL1BBQ7GTO,B00006L9LC,{'Size:': ' 410'},Gamaliel Padilla,Arrived in perfect condition,Five Stars,1439769600,,,2015-08-17,"['arrived', 'perfect', 'condition']","['five', 'star']"
449,5,True,"10 15, 2016",A1X1ZJUOWLSFPG,B001IKJOLW,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Gayla F. Frazier,Most comfortable training shoes I've worn in a long time.,Lightweight yet supportive,1476489600,,,2016-10-15,"['comfortable', 'training', 'shoe', 'ihave', 'worn', 'long', 'time']","['lightweight', 'yet', 'supportive']"
856,5,True,"02 13, 2013",A1JDG0KTCUW9BT,B0009RF9DW,{'Size:': ' 198'},GeekFreak77,"My girlfreind loves this body wash, but in the stores it is a seasonal item.  I searched high and low for it, and thankfully I found it here, as well as cheaper than from B&BW.  Thanks!",Fantastic!,1360713600,,,2013-02-13,"['girlfreind', 'love', 'body', 'wash', 'store', 'seasonal', 'item', 'searched', 'high', 'low', 'thankfully', 'found', 'well', 'cheaper', 'b', 'bw', 'thanks']",['fantastic']
200,5,True,"05 24, 2016",ANVIM4HO9ALJ6,B00006L9LC,{'Size:': ' 16.9 oz.'},Ginny D,"Shine, body, no frizz. Love this shampoo",Love it,1464048000,,,2016-05-24,"['shine', 'body', 'frizz', 'love', 'shampoo']",['love']
708,5,True,"11 21, 2014",A1R2A7QAO05UN9,B0009RF9DW,{'Size:': ' 305'},Ginny L Morrison,"I love the Bionutrients x 7; it really nourishes my skin.  I am an older adult and the 3x doesn't work for my skin.  Unfortunately, Henkel quit making this product because they said they didn't have a great enough response to it.  I bought over $100.00 worth on Amazon because it can no longer be found in the stores.  I hope I can find something that works as well and I have tried a lot of products.",A Product that Really works...,1416528000,,,2014-11-21,"['love', 'bionutrients', 'x', 'really', 'nourishes', 'skin', 'older', 'adult', 'doesnnot', 'work', 'skin', 'unfortunately', 'henkel', 'quit', 'making', 'product', 'said', 'didnnot', 'great', 'enough', 'response', 'bought', 'worth', 'amazon', 'longer', 'found', 'store', 'hope', 'find', 'something', 'work', 'well', 'tried', 'lot', 'product']","['product', 'really', 'work']"
721,5,True,"09 19, 2014",A2ANZE8NVU7BCO,B0009RF9DW,{'Size:': ' 186'},Glamour Girl,"I love this shower gel, tiny bit makes super sudsy.",Five Stars,1411084800,,,2014-09-19,"['love', 'shower', 'gel', 'tiny', 'bit', 'make', 'super', 'sudsy']","['five', 'star']"
4802,4,False,"04 19, 2015",A1AEPMPA12GUJ7,B00N2WQ2IW,,Glenda Boozer,"This is nice, rich conditioner and great for detangling, though I would prefer less fragrance. It did not interfere with my curls, either. You don't need to use much, and you do need to rinse well.","This is nice, rich conditioner and great for detangling",1429401600,,,2015-04-19,"['nice', 'rich', 'conditioner', 'great', 'detangling', 'though', 'would', 'prefer', 'le', 'fragrance', 'interfere', 'curl', 'either', 'donnot', 'need', 'use', 'much', 'need', 'rinse', 'well']","['nice', 'rich', 'conditioner', 'great', 'detangling']"
4176,4,False,"09 8, 2017",A1AEPMPA12GUJ7,B001LNODUS,{'Color:': ' Linen Water With Sprayer'},Glenda Boozer,"Lavender is one of my favorite scents - it even soothes my migraines somewhat. This is not too strong, but it does make things smell just a bit nicer and fresher. Not that fake, sickening fragrance of some of the other brands, either.",Lavender is one of my favorite scents - it even soothes my migraines somewhat,1504828800,,,2017-09-08,"['lavender', 'one', 'favorite', 'scent', 'even', 'soothes', 'migraine', 'somewhat', 'strong', 'make', 'thing', 'smell', 'bit', 'nicer', 'fresher', 'fake', 'sickening', 'fragrance', 'brand', 'either']","['lavender', 'one', 'favorite', 'scent', 'even', 'soothes', 'migraine', 'somewhat']"
2178,4,False,"10 7, 2017",A1AEPMPA12GUJ7,B0010ZBORW,{'Color:': ' Sea Sponge'},Glenda Boozer,"I don't think I've ever had a real sponge like this before, and it's great for having my back scrubbed. It does not irritate my skin, and it feels good. There's one side effect I hadn't thought of - the cat attacked it like it was alive and he was determined to kill it. I had to take it away from him and put it where he couldn't easily get to it. My own little pet skeleton, right?",I don't think I've ever had a real sponge like this before,1507334400,,,2017-10-07,"['donnot', 'think', 'ihave', 'ever', 'real', 'sponge', 'like', 'itis', 'great', 'back', 'scrubbed', 'irritate', 'skin', 'feel', 'good', 'thereis', 'one', 'side', 'effect', 'hadnnot', 'thought', 'cat', 'attacked', 'like', 'alive', 'determined', 'kill', 'take', 'away', 'put', 'couldnnot', 'easily', 'get', 'little', 'pet', 'skeleton', 'right']","['donnot', 'think', 'ihave', 'ever', 'real', 'sponge', 'like']"
4839,4,False,"10 7, 2017",A1AEPMPA12GUJ7,B00W259T7G,"{'Size:': ' 150 Gram', 'Color:': ' Coconut'}",Glenda Boozer,"The fragrance is mild, the bar is hard and lasts a long time, and the soap is mild and softens the skin. Altogether a pleasant soap to use.","The fragrance is mild, the bar is hard and ...",1507334400,,,2017-10-07,"['fragrance', 'mild', 'bar', 'hard', 'last', 'long', 'time', 'soap', 'mild', 'softens', 'skin', 'altogether', 'pleasant', 'soap', 'use']","['fragrance', 'mild', 'bar', 'hard']"
790,5,True,"10 26, 2013",A4DEEDXZK8L78,B0009RF9DW,{'Size:': ' 205'},Gloria Karimi,This is a beautiful scented lotion.  Very moisturizing and scent is perfect. I will order again when I run out.  It matched perfectly to the perfume.,Beautiful Scent,1382745600,,,2013-10-26,"['beautiful', 'scented', 'lotion', 'moisturizing', 'scent', 'perfect', 'order', 'run', 'matched', 'perfectly', 'perfume']","['beautiful', 'scent']"
37,5,True,"02 25, 2017",A8WEXFRWX1ZHH,B0014CN8Y8,,Goldengate,"I bought this last October and finally got around to cleaning our 15-foot dryer duct run. It's just not the type of thing that's at the top of your list... like ""Wow, should I go see a movie, or clean our dryer duct?"" However, our dryer was drying slower and slower, and I knew it was a task that I needed to tackle, so I read the very long instruction book for this and began my work. The instructions really need to be re-written and simplified. My Sony TV has a smaller instruction manual. But I do appreciate the manufacturer's thoroughness. For those of you with short attention spans here's my quick start guide:

1. Screw the rods together and use electrical or duct tape to reinforce the joints to keep them from unscrewing during your work.
2. Stick one end of rod in your drill and set the clutch pretty close to the lowest or second lowest setting, then increase power if you need it.
3. Attached brush to other end of rod with supplied key wrench / allen wrench and tighten.
4. Make sure your drill is on clockwise - not reverse - mode or else the rods will unscrew inside your duct and you're screwed.
5. Read #4 again.
6. Turn dryer on air mode and then insert the brush in the pipe outside and begin spinning it by activating the drill. Push it in about a foot, then pull it out and watch the lint fly. Then push it in 2 feet and pull it out and watch the lint fly. Then 3 feet... etc.
7. Marvel at how much lint came out.
8. Marvel at how fast your dryer is and come write a review here.
9. Wash the clothes you were wearing when you did this because they are now covered in lint.

Hope this helps. It's a quick job and well worth it the trouble!",A great device that has my dryer working well again. Simple instructions here.,1487980800,309,,2017-02-25,"['bought', 'last', 'october', 'finally', 'got', 'around', 'cleaning', 'dryer', 'duct', 'run', 'itis', 'type', 'thing', 'thatis', 'top', 'list', 'like', 'wow', 'go', 'see', 'movie', 'clean', 'dryer', 'duct', 'however', 'dryer', 'drying', 'slower', 'slower', 'knew', 'task', 'needed', 'tackle', 'read', 'long', 'instruction', 'book', 'began', 'work', 'instruction', 'really', 'need', 'written', 'simplified', 'sony', 'tv', 'smaller', 'instruction', 'manual', 'appreciate', 'manufactureris', 'thoroughness', 'short', 'attention', 'span', 'hereis', 'quick', 'start', 'guide', 'screw', 'rod', 'together', 'use', 'electrical', 'duct', 'tape', 'reinforce', 'joint', 'keep', 'unscrewing', 'work', 'stick', 'one', 'end', 'rod', 'drill', 'set', 'clutch', 'pretty', 'close', 'lowest', 'second', 'lowest', 'setting', 'increase', 'power', 'need', 'attached', 'brush', 'end', 'rod', 'supplied', 'key', 'wrench', 'allen', 'wrench', 'tighten', 'make', 'sure', 'drill', 'clockwise', 'reverse', 'mode', 'else', 'rod', 'unscrew', 'inside', 'duct', 'youare', 'screwed', 'read', 'turn', 'dryer', 'air', 'mode', 'insert', 'brush', 'pipe', 'outside', 'begin', 'spinning', 'activating', 'drill', 'push', 'foot', 'pull', 'watch', 'lint', 'fly', 'push', 'foot', 'pull', 'watch', 'lint', 'fly', 'foot', 'etc', 'marvel', 'much', 'lint', 'came', 'marvel', 'fast', 'dryer', 'come', 'write', 'review', 'wash', 'clothes', 'wearing', 'covered', 'lint', 'hope', 'help', 'itis', 'quick', 'job', 'well', 'worth', 'trouble']","['great', 'device', 'dryer', 'working', 'well', 'simple', 'instruction']"
351,5,True,"03 29, 2015",A1JDBXPK20HBUW,B00006L9LC,{'Size:': ' 439'},Grace,"One of my favorite skincare lines. That said, I usually use their other line but since I'm not getting younger, I thought I'd try their more mature line. Strangely, it's LESS moisturizing than their younger line. I'm still using it but next order will be back to their younger line of skincare.

I think the essence in this package is better but the overnight cream and moisturizer in the other package is much better.

I do not use their eye cream, though. Gave it away as it's just too heavy for my purposes and increases milia.",Really nice for normal skin with dry spots,1427587200,4,,2015-03-29,"['one', 'favorite', 'skincare', 'line', 'said', 'usually', 'use', 'line', 'since', 'iam', 'getting', 'younger', 'thought', 'iwould', 'try', 'mature', 'line', 'strangely', 'itis', 'le', 'moisturizing', 'younger', 'line', 'iam', 'still', 'using', 'next', 'order', 'back', 'younger', 'line', 'skincare', 'think', 'essence', 'package', 'better', 'overnight', 'cream', 'moisturizer', 'package', 'much', 'better', 'use', 'eye', 'cream', 'though', 'gave', 'away', 'itis', 'heavy', 'purpose', 'increase', 'milium']","['really', 'nice', 'normal', 'skin', 'dry', 'spot']"
632,5,True,"08 21, 2015",A1A7LP8GUKEPZM,B0009RF9DW,{'Size:': ' 248'},Graciela Vigil,"Great Product, Great Price!",Five Stars,1440115200,,,2015-08-21,"['great', 'product', 'great', 'price']","['five', 'star']"
311,5,True,"08 19, 2015",A181EKCGC3RGHL,B00006L9LC,{'Size:': ' 59'},Grams,"Love this shampoo and haven't been able to find it anywhere . . . .until I looked on Amazon. ;-)  It is great for wash, pick, and let dry.",Love this shampoo and haven't been able to find it ...,1439942400,,,2015-08-19,"['love', 'shampoo', 'havennot', 'able', 'find', 'anywhere', 'looked', 'amazon', 'great', 'wash', 'pick', 'let', 'dry']","['love', 'shampoo', 'havennot', 'able', 'find']"
226,5,True,"03 21, 2016",AXQAIG2XT292S,B00006L9LC,{'Size:': ' 1'},Grandma Mary,"Fast shipping, great price & product. 100% satisfaction.",great price & product,1458518400,,,2016-03-21,"['fast', 'shipping', 'great', 'price', 'product', 'satisfaction']","['great', 'price', 'product']"
413,4,False,"07 8, 2014",AJZGMDK1NA990,B00006L9LC,{'Size:': ' 38'},Great Dane Mom,"Both of these products work well together.  The shampoo has an earthy smell,  but it is not unpleasant.  I feel that I am losing less hair.  Maybe it even feels thicker.  I know it is growing faster.",Both of these products work well together. The shampoo ...,1404777600,,,2014-07-08,"['product', 'work', 'well', 'together', 'shampoo', 'earthy', 'smell', 'unpleasant', 'feel', 'losing', 'le', 'hair', 'maybe', 'even', 'feel', 'thicker', 'know', 'growing', 'faster']","['product', 'work', 'well', 'together', 'shampoo']"
31,3,True,"09 25, 2011",A3NHUQ33CFH3VM,B00126NABC,,Greeny,"This is one of the more effective water filters I've used.  It states 300 gallon service capacity.  At least I've used them for over that amount without issue.

When you change filters, the flow acts funny for about the first half gallon - that's normal.  Some filters produce cloudy-looking water for the first gallon, but this one doesn't.  I've had no issues with these filters.

This is by far the simplest, most secure and easiest filter to install that I've experienced.  Also, I didn't find a better deal anywhere else including the manufacturer's site.  They try to sell these single by single, but sometimes in a pack of three.

It's just another filter to keep buying at its hefty price.  But its easy to install.",Better deal than on manufacturer's site.  Does not last long,1316908800,5,,2011-09-25,"['one', 'effective', 'water', 'filter', 'ihave', 'used', 'state', 'gallon', 'service', 'capacity', 'least', 'ihave', 'used', 'amount', 'without', 'issue', 'change', 'filter', 'flow', 'act', 'funny', 'first', 'half', 'gallon', 'thatis', 'normal', 'filter', 'produce', 'cloudy', 'looking', 'water', 'first', 'gallon', 'one', 'doesnnot', 'ihave', 'issue', 'filter', 'far', 'simplest', 'secure', 'easiest', 'filter', 'install', 'ihave', 'experienced', 'also', 'didnnot', 'find', 'better', 'deal', 'anywhere', 'else', 'including', 'manufactureris', 'site', 'try', 'sell', 'single', 'single', 'sometimes', 'pack', 'three', 'itis', 'another', 'filter', 'keep', 'buying', 'hefty', 'price', 'easy', 'install']","['better', 'deal', 'manufactureris', 'site', 'last', 'long']"
21,5,True,"12 6, 2012",A3NHUQ33CFH3VM,B000VLI74Y,{'Size:': ' 1'},Greeny,"Since the motor on my humidifier still works, all I had to do was run vinegar through it twice and replace the filter.  It's operating good as new, at least until it doesn't.

The filter is important as it reduces the really fine white dust just as advertised.  There's no way to look at the old used filter to know it should be replaced, but there's no way one of these can be used for two seasons.",Helping get another season out of humidifier,1354752000,7,,2012-12-06,"['since', 'motor', 'humidifier', 'still', 'work', 'run', 'vinegar', 'twice', 'replace', 'filter', 'itis', 'operating', 'good', 'new', 'least', 'doesnnot', 'filter', 'important', 'reduces', 'really', 'fine', 'white', 'dust', 'advertised', 'thereis', 'way', 'look', 'old', 'used', 'filter', 'know', 'replaced', 'thereis', 'way', 'one', 'used', 'two', 'season']","['helping', 'get', 'another', 'season', 'humidifier']"
45,5,True,"11 27, 2014",A3NHUQ33CFH3VM,B0014CN8Y8,,Greeny,"This is a complete kit for cleaning the dryer vents, a necessary thing. I had checked all the products and this was the best deal at the time I got it.",Complete kit for cleaning out dryer vents,1417046400,,,2014-11-27,"['complete', 'kit', 'cleaning', 'dryer', 'vent', 'necessary', 'thing', 'checked', 'product', 'best', 'deal', 'time', 'got']","['complete', 'kit', 'cleaning', 'dryer', 'vent']"
2438,5,True,"01 10, 2018",AC5PPX3XLCZN1,B010RRWKT4,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Greg &amp; Kristin Hyder,Glad I read the reviews and ordered a half size too big. These are light weight. I worked out in them last night and had a great work out. They are very comfortable. I would recommend these to anyone. I am a Beach Body Coach and these are now my new favorite shoes to work out in. I feel like I am walking in slippers when I wear these shoes. They are so comfortable. I LOVE them so much. I never buy myself anything nice and for Christmas got an Amazon gift card and used it to buy myself these sneakers and they are so awesome. I really do love them and have been telling all my friends about them. GET THESE SHOES!,Glad I read the reviews and ordered a half size ...,1515542400,3.0,,2018-01-10,"['glad', 'read', 'review', 'ordered', 'half', 'size', 'big', 'light', 'weight', 'worked', 'last', 'night', 'great', 'work', 'comfortable', 'would', 'recommend', 'anyone', 'beach', 'body', 'coach', 'new', 'favorite', 'shoe', 'work', 'feel', 'like', 'walking', 'slipper', 'wear', 'shoe', 'comfortable', 'love', 'much', 'never', 'buy', 'anything', 'nice', 'christmas', 'got', 'amazon', 'gift', 'card', 'used', 'buy', 'sneaker', 'awesome', 'really', 'love', 'telling', 'friend', 'get', 'shoe']","['glad', 'read', 'review', 'ordered', 'half', 'size']"
2191,1,True,"09 17, 2015",A1HWFUO5PKB2RW,B0056I99WG,,Greg bernal,it did not last more then 3 days,One Star,1442448000,,,2015-09-17,"['last', 'day']","['one', 'star']"
28,3,True,"09 17, 2015",A1HWFUO5PKB2RW,B000XXYUSM,,Greg bernal,they ok parts,Three Stars,1442448000,,,2015-09-17,"['ok', 'part']","['three', 'star']"
2183,2,True,"10 10, 2015",A1HWFUO5PKB2RW,B0053F80JA,,Greg bernal,ok part,Two Stars,1444435200,,,2015-10-10,"['ok', 'part']","['two', 'star']"
2151,2,True,"05 26, 2016",A1HWFUO5PKB2RW,B00470A1S0,,Greg bernal,it will last 6 mouths and u get to do it agian,temp fix,1464220800,,,2016-05-26,"['last', 'mouth', 'u', 'get', 'agian']","['temp', 'fix']"
661,5,True,"05 20, 2015",A2RH42TOQUF3LQ,B0009RF9DW,{'Size:': ' 129'},GregM,I LOVE this flavor of Axe! I cant find it in any stores and just used it today for the first time in like 2 years! Simply awesome! Best Axe for the AM time in my opinion!,Love Axe Rise!!,1432080000,,,2015-05-20,"['love', 'flavor', 'axe', 'cant', 'find', 'store', 'used', 'today', 'first', 'time', 'like', 'year', 'simply', 'awesome', 'best', 'axe', 'time', 'opinion']","['love', 'axe', 'rise']"
214,5,True,"04 19, 2016",AGXW8BFME8048,B00006L9LC,{'Size:': ' 511'},Gretchen G,This is a great product. It is alcohol free but holds well . I used to get it at Sally's but they discontinued it . Thankfully I was able to buy it here.,This is a great product. It is alcohol free but holds well,1461024000,,,2016-04-19,"['great', 'product', 'alcohol', 'free', 'hold', 'well', 'used', 'get', 'sallyis', 'discontinued', 'thankfully', 'able', 'buy']","['great', 'product', 'alcohol', 'free', 'hold', 'well']"
376,4,True,"12 14, 2014",A2S97Z2I1TFOS,B00006L9LC,{'Size:': ' 25.4 Fluid Ounce'},Gullu&#039;s mom,"Nice shampoo with conditioner. So far, it has not caused any excessive dryness in my hair. Giving it 4 stars as the conditioner part is nothing fancy. My hair don't feel ""well conditioned"" after its use. If you are looking to save time and provide ""some"" conditioning to your hair, this product is good. However, if you are looking for a ""healthy shine"", you should use conditioner separately.",Its okay.,1418515200,,,2014-12-14,"['nice', 'shampoo', 'conditioner', 'far', 'caused', 'excessive', 'dryness', 'hair', 'giving', 'star', 'conditioner', 'part', 'nothing', 'fancy', 'hair', 'donnot', 'feel', 'well', 'conditioned', 'use', 'looking', 'save', 'time', 'provide', 'conditioning', 'hair', 'product', 'good', 'however', 'looking', 'healthy', 'shine', 'use', 'conditioner', 'separately']",['okay']
322,3,True,"05 10, 2017",ADD8OMIBXZ89G,B001IKJOLW,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Gwen F.,"Super light and very comfortable. I'm a runner and they lack a bit in arch support, so the soles of my feet are a sore. I'm going to add an insert to try fix the problem.",Lack support but overall good shoe,1494374400,,,2017-05-10,"['super', 'light', 'comfortable', 'iam', 'runner', 'lack', 'bit', 'arch', 'support', 'sol', 'foot', 'sore', 'iam', 'going', 'add', 'insert', 'try', 'fix', 'problem']","['lack', 'support', 'overall', 'good', 'shoe']"
504,5,True,"04 23, 2016",AT5OQFDS6PEE1,B001IKJOLW,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",H. Heckstall,The sneakers are very comfortable and fit to size.,Five Stars,1461369600,,,2016-04-23,"['sneaker', 'comfortable', 'fit', 'size']","['five', 'star']"
802,5,True,"08 26, 2013",A1AFSSJ58HYER7,B0009RF9DW,{'Size:': ' 10.2 oz'},HIPRICE,"I love this gel, it makes my bedroom smell great, as well as me.  Love it, love it, love! Need to buy more!  Thank U!",GREAT BUY!,1377475200,3,,2013-08-26,"['love', 'gel', 'make', 'bedroom', 'smell', 'great', 'well', 'love', 'love', 'love', 'need', 'buy', 'thank', 'u']","['great', 'buy']"
484,5,True,"06 19, 2016",AXVYVUK058AM3,B001IKJOLW,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",HP,"Wore these for the first time hiking the bluffs. Not the best traction on well worn rocks, but super comfy. No blisters, no achilles pain like with other shoes. Will continue to purchase Nike shoes, because my feet love them for all activities! ( except my home workouts, they drag pretty hard on the carpet)",Love,1466294400,3.0,,2016-06-19,"['wore', 'first', 'time', 'hiking', 'bluff', 'best', 'traction', 'well', 'worn', 'rock', 'super', 'comfy', 'blister', 'achilles', 'pain', 'like', 'shoe', 'continue', 'purchase', 'nike', 'shoe', 'foot', 'love', 'activity', 'except', 'home', 'workout', 'drag', 'pretty', 'hard', 'carpet']",['love']
312,5,True,"05 30, 2017",A3GQXGVAIH5EU4,B001IKJOLW,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Hailey Lapp,Great shoes,Five Stars,1496102400,,,2017-05-30,"['great', 'shoe']","['five', 'star']"
876,5,True,"05 3, 2018",A2YIR9LKJO8W37,B0014F7B98,"{'Size:': ' 8 B(M) US', 'Color:': ' Grey'}",Hair_bear_xo,Love these shoes. My feet feel so much better. Lots of padding and light enough to run in.,Five Stars,1525305600,,,2018-05-03,"['love', 'shoe', 'foot', 'feel', 'much', 'better', 'lot', 'padding', 'light', 'enough', 'run']","['five', 'star']"
2262,5,True,"08 29, 2014",A1H2V1GNEY4LZ0,B00W4YKCGC,,Handyman,Work perfectly and on time!,Could not beat the great price and fast delivery!,1409270400,,,2014-08-29,"['work', 'perfectly', 'time']","['could', 'beat', 'great', 'price', 'fast', 'delivery']"
25,3,True,"08 29, 2014",A1H2V1GNEY4LZ0,B000XXWOGW,,Handyman,The connect did not match up where I had to modidify it to work.,Good delivery for the price.,1409270400,,,2014-08-29,"['connect', 'match', 'modidify', 'work']","['good', 'delivery', 'price']"
50,5,True,"08 29, 2014",A1H2V1GNEY4LZ0,B0015S4KIO,,Handyman,Fitted perfectly!,Very reasonable priced!,1409270400,,,2014-08-29,"['fitted', 'perfectly']","['reasonable', 'priced']"
374,5,True,"12 17, 2014",A1C03381HL8SWG,B00006L9LC,{'Size:': ' 403'},Happy Customer,Love these drops!,Awesome!,1418774400,,,2014-12-17,"['love', 'drop']",['awesome']
645,5,True,"07 20, 2015",A2PPWA67FGO7BF,B0009RF9DW,{'Size:': ' 69'},Harriet Fraad,Fine,fine,1437350400,,,2015-07-20,['fine'],['fine']
304,3,True,"06 16, 2017",A1OM5S4Z9J2JQQ,B001IKJOLW,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Hassnaa,"I got the impression it's cushiony and comfy by reading the reviews on this product, when i tried it on it was a much firmer than my other work shoes, i'm standing all day and need enough support and comfort, this isn't the right product for that.
So i had to return it, but i would assume it would work fine for training.

It looks decent and clean. and seems sturdy.  just not the right thing for me.
I was refunded instantly upon returning so.. credit for that.",Just wasn't what i was looking for,1497571200,,,2017-06-16,"['got', 'impression', 'itis', 'cushiony', 'comfy', 'reading', 'review', 'product', 'tried', 'much', 'firmer', 'work', 'shoe', 'iam', 'standing', 'day', 'need', 'enough', 'support', 'comfort', 'isnnot', 'right', 'product', 'return', 'would', 'assume', 'would', 'work', 'fine', 'training', 'look', 'decent', 'clean', 'seems', 'sturdy', 'right', 'thing', 'refunded', 'instantly', 'upon', 'returning', 'credit']","['wasnnot', 'looking']"
427,5,True,"12 1, 2016",A3G2IEH99QRNYP,B001IKJOLW,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Cool Grey/Pure Platinum/White/Volt'}",Heather,Love these shoes! Needed new running shoes and these are perfect. Light weight and fit great!,Five Stars,1480550400,,,2016-12-01,"['love', 'shoe', 'needed', 'new', 'running', 'shoe', 'perfect', 'light', 'weight', 'fit', 'great']","['five', 'star']"
119,5,True,"01 5, 2017",A1C13KVGOWMI6A,B00006L9LC,{'Size:': ' 78'},Heather,Great product and good service.,Five Stars,1483574400,,,2017-01-05,"['great', 'product', 'good', 'service']","['five', 'star']"
215,2,True,"12 17, 2017",A1UVWOQTPDSYGY,B001IKJOLW,"{'Size:': ' 11 B(M) US', 'Color:': ' Cool Grey/Volt/Pure Platinum'}",Heather,"I **loved** these shoes when I got them. I've noticed that the foam inside tends to compress during a workout, though. I'll lace them tightly enough that they're nearly cutting off my circulation. 20 minutes later, I'm sliding out of them while doing sled pushes.",Foam compresses,1513468800,,,2017-12-17,"['loved', 'shoe', 'got', 'ihave', 'noticed', 'foam', 'inside', 'tends', 'compress', 'workout', 'though', 'iwill', 'lace', 'tightly', 'enough', 'theyare', 'nearly', 'cutting', 'circulation', 'minute', 'later', 'iam', 'sliding', 'sled', 'push']","['foam', 'compress']"
2351,4,True,"12 31, 2014",A1Y01U6OZLZE7I,B00MLYE8PQ,,Heather Devine,"I like it. I wasn't sure if I could pull off this kind of hat, but it looks good and fits nicely.",Good quality for price,1419984000,,,2014-12-31,"['like', 'wasnnot', 'sure', 'could', 'pull', 'kind', 'hat', 'look', 'good', 'fit', 'nicely']","['good', 'quality', 'price']"
41,4,True,"02 21, 2017",A1Y01U6OZLZE7I,B000YFSR5G,"{'Size:': ' X-Large', 'Color:': ' Charcoal Heather'}",Heather Devine,"Very comfy. If they had pockets, theyd be awesome! I bought these for me to lounge around in and my husband has stolen them. I might have to buy another pair!",Comfy and warm.,1487635200,,,2017-02-21,"['comfy', 'pocket', 'theyd', 'awesome', 'bought', 'lounge', 'around', 'husband', 'stolen', 'might', 'buy', 'another', 'pair']","['comfy', 'warm']"
